dyad,id1,id2,Species,Population,group,year,id1_age,id2_age,id1_proplact,id2_proplact,hrsobs,rank1,rank2,appr,groom,aggr,kincat2,rankdiff
bf_co,bf,co,Papio_anubis,Laikipia,PHG,2016,15.89,4.80,0.34,0.00,30.50,1.00,0.13,2,0,0,Non-kin,-0.87
bf_co,bf,co,Papio_anubis,Laikipia,PHG,2017,16.78,5.41,0.60,0.00,42.50,1.00,0.13,2,0,7,Non-kin,-0.87
bf_cr,bf,cr,Papio_anubis,Laikipia,PHG,2017,16.78,5.43,0.60,0.00,42.25,1.00,0.15,0,0,1,Non-kin,-0.85
bf_fx,bf,fx,Papio_anubis,Laikipia,PHG,2013,13.33,8.02,0.50,1.00,6.00,1.00,0.82,6,2,0,Non-kin,-0.18
bf_fx,bf,fx,Papio_anubis,Laikipia,PHG,2014,13.89,8.58,0.29,0.24,68.50,1.00,0.82,7,0,0,Non-kin,-0.18
bf_fx,bf,fx,Papio_anubis,Laikipia,PHG,2015,14.94,9.63,0.62,0.61,47.75,1.00,0.82,44,6,6,Non-kin,-0.18
bf_fx,bf,fx,Papio_anubis,Laikipia,PHG,2016,15.89,10.59,0.34,0.69,43.50,1.00,0.82,14,2,2,Non-kin,-0.18
bf_fx,bf,fx,Papio_anubis,Laikipia,PHG,2017,16.78,11.48,0.60,0.13,42.50,1.00,0.82,15,0,3,Non-kin,-0.18
bf_gb,bf,gb,Papio_anubis,Laikipia,PHG,2017,16.78,4.17,0.60,0.00,26.00,1.00,0.67,1,0,0,Non-kin,-0.33
bf_gm,bf,gm,Papio_anubis,Laikipia,PHG,2014,13.89,3.74,0.29,0.00,38.00,1.00,0.67,0,0,0,Non-kin,-0.33
bf_gm,bf,gm,Papio_anubis,Laikipia,PHG,2015,14.94,4.42,0.62,0.00,47.00,1.00,0.67,16,0,4,Non-kin,-0.33
bf_gm,bf,gm,Papio_anubis,Laikipia,PHG,2016,15.89,5.37,0.34,0.07,43.00,1.00,0.67,4,2,0,Non-kin,-0.33
bf_gm,bf,gm,Papio_anubis,Laikipia,PHG,2017,16.78,6.26,0.60,0.65,42.75,1.00,0.67,23,2,0,Non-kin,-0.33
bf_gr,bf,gr,Papio_anubis,Laikipia,PHG,2016,15.89,4.44,0.34,0.00,43.00,1.00,0.38,3,0,0,Non-kin,-0.62
bf_gr,bf,gr,Papio_anubis,Laikipia,PHG,2017,16.78,5.32,0.60,0.00,42.50,1.00,0.38,6,0,0,Non-kin,-0.62
bf_gy,bf,gy,Papio_anubis,Laikipia,PHG,2016,15.89,4.16,0.34,0.00,43.25,1.00,0.58,2,0,2,Non-kin,-0.42
bf_gy,bf,gy,Papio_anubis,Laikipia,PHG,2017,16.78,5.06,0.60,0.00,42.75,1.00,0.58,4,0,6,Non-kin,-0.42
bf_ky,bf,ky,Papio_anubis,Laikipia,PHG,2015,14.94,4.23,0.62,0.00,26.75,1.00,0.60,2,0,0,Non-kin,-0.40
bf_o6,bf,o6,Papio_anubis,Laikipia,PHG,2014,13.89,4.84,0.29,0.00,48.50,1.00,0.14,5,0,0,Non-kin,-0.86
bf_o6,bf,o6,Papio_anubis,Laikipia,PHG,2015,14.94,5.51,0.62,0.00,39.25,1.00,0.14,14,0,0,Non-kin,-0.86
bf_oa,bf,oa,Papio_anubis,Laikipia,PHG,2013,13.33,12.21,0.50,0.00,6.00,1.00,0.68,2,0,0,Non-kin,-0.32
bf_oa,bf,oa,Papio_anubis,Laikipia,PHG,2014,13.89,12.78,0.29,0.32,67.00,1.00,0.68,64,12,0,Non-kin,-0.32
bf_oa,bf,oa,Papio_anubis,Laikipia,PHG,2015,14.94,13.70,0.62,0.82,40.75,1.00,0.68,110,10,0,Non-kin,-0.32
bf_ob,bf,ob,Papio_anubis,Laikipia,PHG,2013,13.33,5.38,0.50,0.00,6.25,1.00,0.43,0,0,0,Non-kin,-0.57
bf_ob,bf,ob,Papio_anubis,Laikipia,PHG,2014,13.89,5.96,0.29,0.16,66.75,1.00,0.43,27,5,1,Non-kin,-0.57
bf_ob,bf,ob,Papio_anubis,Laikipia,PHG,2015,14.94,7.03,0.62,0.03,31.25,1.00,0.43,6,0,0,Non-kin,-0.57
bf_oo,bf,oo,Papio_anubis,Laikipia,PHG,2013,13.33,6.65,0.50,1.00,6.25,1.00,0.54,7,1,2,Non-kin,-0.46
bf_oo,bf,oo,Papio_anubis,Laikipia,PHG,2014,13.89,7.21,0.29,0.17,67.25,1.00,0.54,23,0,1,Non-kin,-0.46
bf_oo,bf,oo,Papio_anubis,Laikipia,PHG,2015,14.94,8.30,0.62,1.00,31.25,1.00,0.54,2,0,0,Non-kin,-0.46
bf_oy,bf,oy,Papio_anubis,Laikipia,PHG,2013,13.33,6.65,0.50,0.00,5.50,1.00,0.03,0,0,0,Non-kin,-0.97
bf_oy,bf,oy,Papio_anubis,Laikipia,PHG,2014,13.89,7.22,0.29,0.59,67.25,1.00,0.03,25,2,0,Non-kin,-0.97
bf_oy,bf,oy,Papio_anubis,Laikipia,PHG,2015,14.94,8.27,0.62,0.00,47.50,1.00,0.03,8,0,4,Non-kin,-0.97
bf_oy,bf,oy,Papio_anubis,Laikipia,PHG,2016,15.89,9.22,0.34,0.95,43.00,1.00,0.03,20,1,2,Non-kin,-0.97
bf_oy,bf,oy,Papio_anubis,Laikipia,PHG,2017,16.78,10.11,0.60,0.51,42.50,1.00,0.03,5,0,0,Non-kin,-0.97
bf_tm,bf,tm,Papio_anubis,Laikipia,PHG,2015,14.94,4.25,0.62,0.00,35.25,1.00,0.51,2,0,2,Non-kin,-0.50
bf_tr,bf,tr,Papio_anubis,Laikipia,PHG,2013,13.33,11.50,0.50,0.73,5.75,1.00,0.61,4,0,0,Non-kin,-0.39
bf_tr,bf,tr,Papio_anubis,Laikipia,PHG,2014,13.89,12.06,0.29,0.19,69.00,1.00,0.61,14,4,0,Non-kin,-0.39
bf_tr,bf,tr,Papio_anubis,Laikipia,PHG,2015,14.94,13.04,0.62,0.27,42.25,1.00,0.61,8,0,0,Non-kin,-0.39
bf_ty,bf,ty,Papio_anubis,Laikipia,PHG,2013,13.33,4.32,0.50,0.00,5.75,1.00,0.40,0,0,0,Non-kin,-0.60
bf_ty,bf,ty,Papio_anubis,Laikipia,PHG,2014,13.89,4.89,0.29,0.00,66.75,1.00,0.40,1,0,3,Non-kin,-0.60
bf_ty,bf,ty,Papio_anubis,Laikipia,PHG,2015,14.94,5.94,0.62,0.10,45.50,1.00,0.40,6,0,4,Non-kin,-0.60
bf_ty,bf,ty,Papio_anubis,Laikipia,PHG,2016,15.89,6.89,0.34,0.54,43.00,1.00,0.40,14,0,0,Non-kin,-0.60
bf_ty,bf,ty,Papio_anubis,Laikipia,PHG,2017,16.78,7.77,0.60,0.43,42.25,1.00,0.40,12,0,0,Non-kin,-0.60
bf_ug,bf,ug,Papio_anubis,Laikipia,PHG,2013,13.33,5.09,0.50,0.00,6.25,1.00,0.20,0,0,0,Non-kin,-0.80
bf_ug,bf,ug,Papio_anubis,Laikipia,PHG,2014,13.89,5.66,0.29,0.00,67.75,1.00,0.20,2,0,0,Non-kin,-0.80
bf_ug,bf,ug,Papio_anubis,Laikipia,PHG,2015,14.94,6.71,0.62,0.46,46.25,1.00,0.20,16,4,4,Non-kin,-0.80
bf_ug,bf,ug,Papio_anubis,Laikipia,PHG,2016,15.89,7.66,0.34,0.40,43.25,1.00,0.20,34,3,0,Non-kin,-0.80
bf_ug,bf,ug,Papio_anubis,Laikipia,PHG,2017,16.78,8.55,0.60,0.49,42.50,1.00,0.20,6,0,0,Non-kin,-0.80
bf_uj,bf,uj,Papio_anubis,Laikipia,PHG,2014,13.89,4.30,0.29,0.00,59.25,1.00,0.25,4,0,4,Non-kin,-0.75
bf_uj,bf,uj,Papio_anubis,Laikipia,PHG,2015,14.94,5.24,0.62,0.00,46.50,1.00,0.25,22,0,6,Non-kin,-0.75
bf_uj,bf,uj,Papio_anubis,Laikipia,PHG,2016,15.89,6.18,0.34,0.69,43.00,1.00,0.25,41,11,4,Non-kin,-0.75
bf_uj,bf,uj,Papio_anubis,Laikipia,PHG,2017,16.78,7.07,0.60,0.00,42.25,1.00,0.25,7,0,3,Non-kin,-0.75
bf_un,bf,un,Papio_anubis,Laikipia,PHG,2013,13.33,13.02,0.50,0.00,6.00,1.00,0.10,0,0,1,Non-kin,-0.90
bf_un,bf,un,Papio_anubis,Laikipia,PHG,2014,13.89,13.60,0.29,0.48,67.75,1.00,0.10,30,7,3,Non-kin,-0.90
bf_un,bf,un,Papio_anubis,Laikipia,PHG,2015,14.94,14.65,0.62,0.41,45.50,1.00,0.10,34,0,6,Non-kin,-0.90
bf_un,bf,un,Papio_anubis,Laikipia,PHG,2016,15.89,15.60,0.34,0.08,43.25,1.00,0.10,11,0,0,Non-kin,-0.90
bf_un,bf,un,Papio_anubis,Laikipia,PHG,2017,16.78,16.49,0.60,0.62,42.50,1.00,0.10,18,2,1,Non-kin,-0.90
bf_ur,bf,ur,Papio_anubis,Laikipia,PHG,2013,13.33,11.32,0.50,1.00,6.00,1.00,0.48,2,0,0,Non-kin,-0.52
bf_ur,bf,ur,Papio_anubis,Laikipia,PHG,2014,13.89,11.89,0.29,0.26,67.75,1.00,0.48,31,0,3,Non-kin,-0.52
bf_ur,bf,ur,Papio_anubis,Laikipia,PHG,2015,14.94,12.94,0.62,0.58,46.50,1.00,0.48,70,2,22,Non-kin,-0.52
bf_ur,bf,ur,Papio_anubis,Laikipia,PHG,2016,15.89,13.89,0.34,0.68,43.00,1.00,0.48,23,2,1,Non-kin,-0.52
bf_ur,bf,ur,Papio_anubis,Laikipia,PHG,2017,16.78,14.79,0.60,0.27,42.50,1.00,0.48,7,0,0,Non-kin,-0.52
bf_ux,bf,ux,Papio_anubis,Laikipia,PHG,2013,13.33,6.87,0.50,0.00,6.00,1.00,0.00,2,0,0,Non-kin,-1.00
bf_ux,bf,ux,Papio_anubis,Laikipia,PHG,2014,13.89,7.44,0.29,0.51,68.50,1.00,0.00,29,3,0,Non-kin,-1.00
bf_uz,bf,uz,Papio_anubis,Laikipia,PHG,2013,13.33,5.50,0.50,0.00,6.00,1.00,0.31,0,0,1,Non-kin,-0.69
bf_uz,bf,uz,Papio_anubis,Laikipia,PHG,2014,13.89,6.08,0.29,0.00,69.00,1.00,0.31,1,0,3,Non-kin,-0.69
bf_uz,bf,uz,Papio_anubis,Laikipia,PHG,2015,14.94,7.14,0.62,0.00,47.00,1.00,0.31,10,0,12,Non-kin,-0.69
bf_uz,bf,uz,Papio_anubis,Laikipia,PHG,2016,15.89,8.08,0.34,0.60,43.00,1.00,0.31,8,0,0,Non-kin,-0.69
bf_uz,bf,uz,Papio_anubis,Laikipia,PHG,2017,16.78,8.97,0.60,1.00,42.50,1.00,0.31,5,0,0,Non-kin,-0.69
bf_yp,bf,yp,Papio_anubis,Laikipia,PHG,2014,13.89,3.69,0.29,0.00,40.25,1.00,0.93,0,0,0,Mother-daughter,-0.07
bf_yp,bf,yp,Papio_anubis,Laikipia,PHG,2015,14.94,4.38,0.62,0.00,46.25,1.00,0.93,46,12,0,Mother-daughter,-0.07
bf_yp,bf,yp,Papio_anubis,Laikipia,PHG,2016,15.89,5.34,0.34,0.66,43.00,1.00,0.93,35,7,0,Mother-daughter,-0.07
bf_yp,bf,yp,Papio_anubis,Laikipia,PHG,2017,16.78,6.22,0.60,0.46,42.00,1.00,0.93,29,1,0,Mother-daughter,-0.07
by_ky,by,ky,Papio_anubis,Laikipia,ENK,2015,16.53,4.41,0.25,0.00,28.50,0.29,0.60,0,0,0,Non-kin,0.31
by_ky,by,ky,Papio_anubis,Laikipia,ENK,2016,17.16,4.73,0.59,0.00,14.50,0.29,0.60,2,0,6,Non-kin,0.31
by_o6,by,o6,Papio_anubis,Laikipia,ENK,2015,16.53,5.96,0.25,0.00,28.50,0.29,0.00,2,0,0,Non-kin,-0.29
by_o6,by,o6,Papio_anubis,Laikipia,ENK,2016,17.16,6.28,0.59,0.00,14.50,0.29,0.00,0,0,0,Non-kin,-0.29
by_oa,by,oa,Papio_anubis,Laikipia,ENK,2015,16.53,14.15,0.25,0.00,28.75,0.29,0.63,2,0,0,Non-kin,0.34
by_oa,by,oa,Papio_anubis,Laikipia,ENK,2016,17.16,14.47,0.59,0.00,14.50,0.29,0.63,3,0,0,Non-kin,0.34
by_ob,by,ob,Papio_anubis,Laikipia,ENK,2015,16.53,6.99,0.25,0.43,37.25,0.29,0.44,8,0,0,Non-kin,0.15
by_ob,by,ob,Papio_anubis,Laikipia,ENK,2016,17.16,7.64,0.59,0.17,14.50,0.29,0.44,6,0,0,Non-kin,0.15
by_oo,by,oo,Papio_anubis,Laikipia,ENK,2015,16.53,8.25,0.25,0.48,36.50,0.29,0.86,14,0,0,Non-kin,0.57
by_oo,by,oo,Papio_anubis,Laikipia,ENK,2016,17.16,8.90,0.59,0.00,14.50,0.29,0.86,2,0,2,Non-kin,0.57
by_qc,by,qc,Papio_anubis,Laikipia,ENK,2014,15.47,4.40,0.26,0.00,50.50,0.29,0.64,24,4,2,Mother-daughter,0.35
by_qc,by,qc,Papio_anubis,Laikipia,ENK,2015,16.53,5.29,0.25,0.33,44.00,0.29,0.64,58,4,2,Mother-daughter,0.35
by_qc,by,qc,Papio_anubis,Laikipia,ENK,2016,17.16,6.22,0.59,0.32,29.75,0.29,0.64,9,0,6,Mother-daughter,0.35
by_qn,by,qn,Papio_anubis,Laikipia,ENK,2013,14.90,6.52,1.00,1.00,5.50,0.29,0.56,8,0,0,Mother-daughter,0.27
by_qn,by,qn,Papio_anubis,Laikipia,ENK,2014,15.47,7.10,0.26,0.41,65.00,0.29,0.56,50,2,1,Mother-daughter,0.27
by_qn,by,qn,Papio_anubis,Laikipia,ENK,2015,16.53,8.15,0.25,0.18,42.75,0.29,0.56,36,6,2,Mother-daughter,0.27
by_qn,by,qn,Papio_anubis,Laikipia,ENK,2016,17.16,9.09,0.59,0.56,28.50,0.29,0.56,29,2,0,Mother-daughter,0.27
by_qp,by,qp,Papio_anubis,Laikipia,ENK,2013,14.90,7.85,1.00,0.00,5.25,0.29,0.39,0,0,0,Mother-daughter,0.10
by_qp,by,qp,Papio_anubis,Laikipia,ENK,2014,15.47,8.43,0.26,0.62,64.25,0.29,0.39,60,2,2,Mother-daughter,0.10
by_qp,by,qp,Papio_anubis,Laikipia,ENK,2015,16.53,9.49,0.25,0.59,43.75,0.29,0.39,40,6,6,Mother-daughter,0.10
by_qp,by,qp,Papio_anubis,Laikipia,ENK,2016,17.16,10.42,0.59,0.51,28.75,0.29,0.39,2,0,0,Mother-daughter,0.10
by_qz,by,qz,Papio_anubis,Laikipia,ENK,2015,16.53,4.45,0.25,0.00,23.75,0.29,0.71,2,0,0,Mother-daughter,0.42
by_qz,by,qz,Papio_anubis,Laikipia,ENK,2016,17.16,5.01,0.59,0.00,29.50,0.29,0.71,4,0,0,Mother-daughter,0.42
by_tr,by,tr,Papio_anubis,Laikipia,ENK,2015,16.53,13.47,0.25,0.00,26.25,0.29,0.92,0,0,0,Non-kin,0.63
by_tr,by,tr,Papio_anubis,Laikipia,ENK,2016,17.16,13.75,0.59,0.00,14.50,0.29,0.92,0,0,0,Non-kin,0.63
by_ua,by,ua,Papio_anubis,Laikipia,ENK,2013,14.90,8.70,1.00,1.00,5.75,0.29,1.00,7,0,0,Non-kin,0.71
by_ua,by,ua,Papio_anubis,Laikipia,ENK,2014,15.47,9.27,0.26,0.23,65.25,0.29,1.00,6,0,1,Non-kin,0.71
by_ua,by,ua,Papio_anubis,Laikipia,ENK,2015,16.53,10.33,0.25,0.63,43.75,0.29,1.00,36,4,0,Non-kin,0.71
by_ua,by,ua,Papio_anubis,Laikipia,ENK,2016,17.16,11.27,0.59,0.49,28.50,0.29,1.00,1,0,0,Non-kin,0.71
by_uk,by,uk,Papio_anubis,Laikipia,ENK,2013,14.90,4.76,1.00,0.00,5.25,0.29,0.07,4,1,0,Non-kin,-0.22
by_uk,by,uk,Papio_anubis,Laikipia,ENK,2014,15.47,5.33,0.26,0.00,63.00,0.29,0.07,8,2,2,Non-kin,-0.22
by_uk,by,uk,Papio_anubis,Laikipia,ENK,2015,16.53,6.39,0.25,0.52,45.00,0.29,0.07,30,4,4,Non-kin,-0.22
by_uk,by,uk,Papio_anubis,Laikipia,ENK,2016,17.16,7.33,0.59,0.14,28.50,0.29,0.07,6,0,0,Non-kin,-0.22
by_ut,by,ut,Papio_anubis,Laikipia,ENK,2013,14.90,14.76,1.00,0.00,5.50,0.29,0.18,0,0,0,Non-kin,-0.11
by_ut,by,ut,Papio_anubis,Laikipia,ENK,2014,15.47,15.33,0.26,0.45,64.50,0.29,0.18,23,2,5,Non-kin,-0.11
by_ut,by,ut,Papio_anubis,Laikipia,ENK,2015,16.53,16.39,0.25,0.41,44.00,0.29,0.18,44,8,6,Non-kin,-0.11
by_ut,by,ut,Papio_anubis,Laikipia,ENK,2016,17.16,17.33,0.59,0.33,28.75,0.29,0.18,7,0,4,Non-kin,-0.11
by_uv,by,uv,Papio_anubis,Laikipia,ENK,2013,14.90,6.36,1.00,0.00,5.50,0.29,0.82,2,0,1,Non-kin,0.53
by_uv,by,uv,Papio_anubis,Laikipia,ENK,2014,15.47,6.93,0.26,0.40,65.25,0.29,0.82,34,10,0,Non-kin,0.53
by_uv,by,uv,Papio_anubis,Laikipia,ENK,2015,16.53,7.98,0.25,0.30,44.50,0.29,0.82,46,6,0,Non-kin,0.53
by_uv,by,uv,Papio_anubis,Laikipia,ENK,2016,17.16,8.92,0.59,0.33,28.50,0.29,0.82,2,2,0,Non-kin,0.53
by_ux,by,ux,Papio_anubis,Laikipia,ENK,2015,16.53,8.50,0.25,0.36,44.75,0.29,0.00,40,0,10,Non-kin,-0.29
by_ux,by,ux,Papio_anubis,Laikipia,ENK,2016,17.16,9.45,0.59,0.40,28.50,0.29,0.00,8,0,0,Non-kin,-0.29
co_gb,co,gb,Papio_anubis,Laikipia,PHG,2017,5.41,4.17,0.00,0.00,26.00,0.13,0.67,0,0,0,Non-kin,0.54
co_gr,co,gr,Papio_anubis,Laikipia,PHG,2016,4.80,4.44,0.00,0.00,30.00,0.13,0.38,2,0,0,Non-kin,0.25
co_gr,co,gr,Papio_anubis,Laikipia,PHG,2017,5.41,5.32,0.00,0.00,42.50,0.13,0.38,7,0,1,Non-kin,0.25
co_gy,co,gy,Papio_anubis,Laikipia,PHG,2016,4.80,4.16,0.00,0.00,30.25,0.13,0.58,2,0,0,Non-kin,0.45
co_gy,co,gy,Papio_anubis,Laikipia,PHG,2017,5.41,5.06,0.00,0.00,42.75,0.13,0.58,6,0,0,Non-kin,0.45
cr_co,cr,co,Papio_anubis,Laikipia,PHG,2017,5.43,5.41,0.00,0.00,42.25,0.15,0.13,3,0,0,Non-kin,-0.02
cr_gb,cr,gb,Papio_anubis,Laikipia,PHG,2017,5.43,4.17,0.00,0.00,25.75,0.15,0.67,2,1,0,Non-kin,0.52
cr_gr,cr,gr,Papio_anubis,Laikipia,PHG,2017,5.43,5.32,0.00,0.00,42.25,0.15,0.38,3,0,0,Non-kin,0.23
cr_gy,cr,gy,Papio_anubis,Laikipia,PHG,2017,5.43,5.06,0.00,0.00,42.50,0.15,0.58,9,3,0,Non-kin,0.43
dz_bf,dz,bf,Papio_anubis,Laikipia,PHG,2013,22.88,13.33,0.00,0.50,6.00,0.75,1.00,1,0,0,Non-kin,0.25
dz_bf,dz,bf,Papio_anubis,Laikipia,PHG,2014,23.45,13.89,0.86,0.29,68.00,0.75,1.00,19,1,0,Mother-daughter,0.25
dz_bf,dz,bf,Papio_anubis,Laikipia,PHG,2015,24.49,14.94,0.00,0.62,46.25,0.75,1.00,18,2,0,Mother-daughter,0.25
dz_bf,dz,bf,Papio_anubis,Laikipia,PHG,2016,25.45,15.89,0.00,0.34,43.25,0.75,1.00,2,1,0,Mother-daughter,0.25
dz_bf,dz,bf,Papio_anubis,Laikipia,PHG,2017,26.35,16.78,0.00,0.60,42.50,0.75,1.00,4,0,0,Mother-daughter,0.25
dz_co,dz,co,Papio_anubis,Laikipia,PHG,2017,26.35,5.41,0.00,0.00,42.50,0.75,0.13,7,0,0,Non-kin,-0.62
dz_cr,dz,cr,Papio_anubis,Laikipia,PHG,2017,26.35,5.43,0.00,0.00,42.25,0.75,0.15,2,0,3,Non-kin,-0.60
dz_fd,dz,fd,Papio_anubis,Laikipia,PHG,2013,22.88,14.00,0.00,0.25,6.00,0.75,0.89,1,0,0,Non-kin,0.14
dz_fd,dz,fd,Papio_anubis,Laikipia,PHG,2014,23.45,14.57,0.86,0.04,67.75,0.75,0.89,11,0,1,Non-kin,0.14
dz_fd,dz,fd,Papio_anubis,Laikipia,PHG,2015,24.49,15.61,0.00,0.25,44.50,0.75,0.89,12,0,0,Non-kin,0.14
dz_fd,dz,fd,Papio_anubis,Laikipia,PHG,2016,25.45,16.57,0.00,0.55,42.75,0.75,0.89,10,6,0,Non-kin,0.14
dz_fd,dz,fd,Papio_anubis,Laikipia,PHG,2017,26.35,17.46,0.00,0.51,42.50,0.75,0.89,12,5,0,Non-kin,0.14
dz_fx,dz,fx,Papio_anubis,Laikipia,PHG,2013,22.88,8.02,0.00,1.00,6.00,0.75,0.82,1,0,0,Non-kin,0.07
dz_fx,dz,fx,Papio_anubis,Laikipia,PHG,2014,23.45,8.58,0.86,0.24,68.50,0.75,0.82,3,1,2,Non-kin,0.07
dz_fx,dz,fx,Papio_anubis,Laikipia,PHG,2015,24.49,9.63,0.00,0.61,46.50,0.75,0.82,14,0,0,Non-kin,0.07
dz_fx,dz,fx,Papio_anubis,Laikipia,PHG,2016,25.45,10.59,0.00,0.69,43.25,0.75,0.82,2,6,1,Non-kin,0.07
dz_fx,dz,fx,Papio_anubis,Laikipia,PHG,2017,26.35,11.48,0.00,0.13,42.50,0.75,0.82,3,1,0,Non-kin,0.07
dz_gb,dz,gb,Papio_anubis,Laikipia,PHG,2017,26.35,4.17,0.00,0.00,26.00,0.75,0.67,0,0,0,Non-kin,-0.08
dz_gm,dz,gm,Papio_anubis,Laikipia,PHG,2014,23.45,3.74,0.86,0.00,38.00,0.75,0.67,0,0,0,Non-kin,-0.08
dz_gm,dz,gm,Papio_anubis,Laikipia,PHG,2015,24.49,4.42,0.00,0.00,45.75,0.75,0.67,6,0,0,Non-kin,-0.08
dz_gm,dz,gm,Papio_anubis,Laikipia,PHG,2016,25.45,5.37,0.00,0.07,42.75,0.75,0.67,1,0,0,Non-kin,-0.08
dz_gm,dz,gm,Papio_anubis,Laikipia,PHG,2017,26.35,6.26,0.00,0.65,42.75,0.75,0.67,6,0,0,Non-kin,-0.08
dz_gr,dz,gr,Papio_anubis,Laikipia,PHG,2016,25.45,4.44,0.00,0.00,42.75,0.75,0.38,0,0,0,Non-kin,-0.37
dz_gr,dz,gr,Papio_anubis,Laikipia,PHG,2017,26.35,5.32,0.00,0.00,42.50,0.75,0.38,2,0,0,Non-kin,-0.37
dz_gy,dz,gy,Papio_anubis,Laikipia,PHG,2016,25.45,4.16,0.00,0.00,43.00,0.75,0.58,0,0,0,Non-kin,-0.17
dz_gy,dz,gy,Papio_anubis,Laikipia,PHG,2017,26.35,5.06,0.00,0.00,42.75,0.75,0.58,1,0,0,Non-kin,-0.17
dz_ky,dz,ky,Papio_anubis,Laikipia,PHG,2015,24.49,4.23,0.00,0.00,25.50,0.75,0.60,0,0,0,Non-kin,-0.15
dz_o6,dz,o6,Papio_anubis,Laikipia,PHG,2014,23.45,4.84,0.86,0.00,48.50,0.75,0.14,12,0,1,Non-kin,-0.61
dz_o6,dz,o6,Papio_anubis,Laikipia,PHG,2015,24.49,5.51,0.00,0.00,38.00,0.75,0.14,6,0,0,Non-kin,-0.61
dz_oa,dz,oa,Papio_anubis,Laikipia,PHG,2013,22.88,12.21,0.00,0.00,6.00,0.75,0.68,2,1,0,Non-kin,-0.07
dz_oa,dz,oa,Papio_anubis,Laikipia,PHG,2014,23.45,12.78,0.86,0.32,67.00,0.75,0.68,37,6,1,Non-kin,-0.07
dz_oa,dz,oa,Papio_anubis,Laikipia,PHG,2015,24.49,13.70,0.00,0.82,39.50,0.75,0.68,18,0,0,Non-kin,-0.07
dz_ob,dz,ob,Papio_anubis,Laikipia,PHG,2013,22.88,5.38,0.00,0.00,6.25,0.75,0.43,0,0,0,Non-kin,-0.32
dz_ob,dz,ob,Papio_anubis,Laikipia,PHG,2014,23.45,5.96,0.86,0.16,66.75,0.75,0.43,6,0,0,Non-kin,-0.32
dz_ob,dz,ob,Papio_anubis,Laikipia,PHG,2015,24.49,7.03,0.00,0.03,30.00,0.75,0.43,2,0,0,Non-kin,-0.32
dz_oo,dz,oo,Papio_anubis,Laikipia,PHG,2013,22.88,6.65,0.00,1.00,6.25,0.75,0.54,1,0,0,Non-kin,-0.21
dz_oo,dz,oo,Papio_anubis,Laikipia,PHG,2014,23.45,7.21,0.86,0.17,67.25,0.75,0.54,8,0,0,Non-kin,-0.21
dz_oo,dz,oo,Papio_anubis,Laikipia,PHG,2015,24.49,8.30,0.00,1.00,30.00,0.75,0.54,2,0,0,Non-kin,-0.21
dz_oy,dz,oy,Papio_anubis,Laikipia,PHG,2013,22.88,6.65,0.00,0.00,5.50,0.75,0.03,0,0,0,Non-kin,-0.72
dz_oy,dz,oy,Papio_anubis,Laikipia,PHG,2014,23.45,7.22,0.86,0.59,67.25,0.75,0.03,3,0,0,Non-kin,-0.72
dz_oy,dz,oy,Papio_anubis,Laikipia,PHG,2015,24.49,8.27,0.00,0.00,46.25,0.75,0.03,6,0,8,Non-kin,-0.72
dz_oy,dz,oy,Papio_anubis,Laikipia,PHG,2016,25.45,9.22,0.00,0.95,42.75,0.75,0.03,10,0,1,Non-kin,-0.72
dz_oy,dz,oy,Papio_anubis,Laikipia,PHG,2017,26.35,10.11,0.00,0.51,42.50,0.75,0.03,2,0,0,Non-kin,-0.72
dz_tm,dz,tm,Papio_anubis,Laikipia,PHG,2015,24.49,4.25,0.00,0.00,34.00,0.75,0.51,0,0,0,Non-kin,-0.25
dz_tr,dz,tr,Papio_anubis,Laikipia,PHG,2013,22.88,11.50,0.00,0.73,5.75,0.75,0.61,2,1,0,Non-kin,-0.14
dz_tr,dz,tr,Papio_anubis,Laikipia,PHG,2014,23.45,12.06,0.86,0.19,69.00,0.75,0.61,12,5,0,Non-kin,-0.14
dz_tr,dz,tr,Papio_anubis,Laikipia,PHG,2015,24.49,13.04,0.00,0.27,41.00,0.75,0.61,14,6,0,Non-kin,-0.14
dz_ty,dz,ty,Papio_anubis,Laikipia,PHG,2013,22.88,4.32,0.00,0.00,5.75,0.75,0.40,0,0,0,Non-kin,-0.35
dz_ty,dz,ty,Papio_anubis,Laikipia,PHG,2014,23.45,4.89,0.86,0.00,66.75,0.75,0.40,5,0,0,Non-kin,-0.35
dz_ty,dz,ty,Papio_anubis,Laikipia,PHG,2015,24.49,5.94,0.00,0.10,44.25,0.75,0.40,6,0,4,Non-kin,-0.35
dz_ty,dz,ty,Papio_anubis,Laikipia,PHG,2016,25.45,6.89,0.00,0.54,42.75,0.75,0.40,4,4,0,Non-kin,-0.35
dz_ty,dz,ty,Papio_anubis,Laikipia,PHG,2017,26.35,7.77,0.00,0.43,42.25,0.75,0.40,5,0,0,Non-kin,-0.35
dz_ug,dz,ug,Papio_anubis,Laikipia,PHG,2013,22.88,5.09,0.00,0.00,6.25,0.75,0.20,0,1,0,Non-kin,-0.55
dz_ug,dz,ug,Papio_anubis,Laikipia,PHG,2014,23.45,5.66,0.86,0.00,67.75,0.75,0.20,4,1,3,Non-kin,-0.55
dz_ug,dz,ug,Papio_anubis,Laikipia,PHG,2015,24.49,6.71,0.00,0.46,45.00,0.75,0.20,10,0,0,Non-kin,-0.55
