dyad,id1,id2,Species,Population,group,year,id1_age,id2_age,id1_proplact,id2_proplact,hrsobs,rank1,rank2,appr,groom,aggr,kincat2,rankdiff
ut_uv,uv,ut,Papio_anubis,Laikipia,ENK,2017,9.80,18.21,0.20,0.29,42.25,0.82,0.18,13,3,2,Sisters,-0.64
ut_ux,ux,ut,Papio_anubis,Laikipia,ENK,2015,8.50,16.39,0.36,0.41,44.75,0.00,0.18,72,60,0,Mother-daughter,0.18
ut_ux,ux,ut,Papio_anubis,Laikipia,ENK,2016,9.45,17.33,0.40,0.33,42.75,0.00,0.18,30,15,0,Mother-daughter,0.18
ut_ux,ux,ut,Papio_anubis,Laikipia,ENK,2017,10.32,18.21,0.46,0.29,42.00,0.00,0.18,8,1,0,Mother-daughter,0.18
uv_ky,ky,uv,Papio_anubis,Laikipia,ENK,2015,4.41,7.98,0.00,0.30,29.00,0.60,0.82,6,0,0,Non-kin,0.22
uv_ky,ky,uv,Papio_anubis,Laikipia,ENK,2016,4.73,8.92,0.00,0.33,28.50,0.60,0.82,3,0,1,Non-kin,0.22
uv_o6,o6,uv,Papio_anubis,Laikipia,ENK,2015,5.96,7.98,0.00,0.30,29.00,0.00,0.82,0,0,0,Non-kin,0.82
uv_o6,o6,uv,Papio_anubis,Laikipia,ENK,2016,6.28,8.92,0.00,0.33,28.50,0.00,0.82,1,0,0,Non-kin,0.82
uv_ob,ob,uv,Papio_anubis,Laikipia,ENK,2015,6.99,7.98,0.43,0.30,37.75,0.44,0.82,12,0,2,Non-kin,0.38
uv_ob,ob,uv,Papio_anubis,Laikipia,ENK,2016,7.64,8.92,0.17,0.33,28.50,0.44,0.82,4,0,6,Non-kin,0.38
uv_qc,qc,uv,Papio_anubis,Laikipia,ENK,2014,4.40,6.93,0.00,0.40,51.75,0.64,0.82,14,8,2,Non-kin,0.18
uv_qc,qc,uv,Papio_anubis,Laikipia,ENK,2015,5.29,7.98,0.33,0.30,44.50,0.64,0.82,48,4,0,Non-kin,0.18
uv_qc,qc,uv,Papio_anubis,Laikipia,ENK,2016,6.22,8.92,0.32,0.33,43.75,0.64,0.82,20,23,0,Non-kin,0.18
uv_qc,qc,uv,Papio_anubis,Laikipia,ENK,2017,7.11,9.80,0.64,0.20,43.00,0.64,0.82,26,3,0,Non-kin,0.18
uv_qz,qz,uv,Papio_anubis,Laikipia,ENK,2015,4.45,7.98,0.00,0.30,24.25,0.71,0.82,4,0,0,Non-kin,0.11
uv_qz,qz,uv,Papio_anubis,Laikipia,ENK,2016,5.01,8.92,0.00,0.33,43.50,0.71,0.82,26,9,0,Non-kin,0.11
uv_qz,qz,uv,Papio_anubis,Laikipia,ENK,2017,5.89,9.80,0.21,0.20,42.25,0.71,0.82,6,0,0,Non-kin,0.11
uv_uk,uk,uv,Papio_anubis,Laikipia,ENK,2013,4.76,6.36,0.00,0.00,5.25,0.07,0.82,7,5,0,Non-kin,0.75
uv_uk,uk,uv,Papio_anubis,Laikipia,ENK,2014,5.33,6.93,0.00,0.40,64.25,0.07,0.82,27,1,0,Non-kin,0.75
uv_uk,uk,uv,Papio_anubis,Laikipia,ENK,2015,6.39,7.98,0.52,0.30,45.50,0.07,0.82,42,4,0,Non-kin,0.75
uv_uk,uk,uv,Papio_anubis,Laikipia,ENK,2016,7.33,8.92,0.14,0.33,42.50,0.07,0.82,13,0,0,Non-kin,0.75
uv_uk,uk,uv,Papio_anubis,Laikipia,ENK,2017,8.21,9.80,0.67,0.20,42.25,0.07,0.82,7,0,0,Non-kin,0.75
uv_uq,uq,uv,Papio_anubis,Laikipia,ENK,2017,4.72,9.80,0.00,0.20,21.75,0.07,0.82,1,1,0,Non-kin,0.75
ux_gm,gm,ux,Papio_anubis,Laikipia,PHG,2014,3.74,7.44,0.00,0.51,38.50,0.67,0.00,0,0,0,Non-kin,-0.67
ux_ky,ky,ux,Papio_anubis,Laikipia,ENK,2015,4.41,8.50,0.00,0.36,29.25,0.60,0.00,14,2,0,Non-kin,-0.60
ux_ky,ky,ux,Papio_anubis,Laikipia,ENK,2016,4.73,9.45,0.00,0.40,28.50,0.60,0.00,4,0,0,Non-kin,-0.60
ux_o6,o6,ux,Papio_anubis,Laikipia,PHG,2014,4.84,7.44,0.00,0.51,49.00,0.14,0.00,24,4,4,Non-kin,-0.14
ux_o6,o6,ux,Papio_anubis,Laikipia,ENK,2015,5.96,8.50,0.00,0.36,29.25,0.00,0.00,10,0,0,Non-kin,0.00
ux_o6,o6,ux,Papio_anubis,Laikipia,ENK,2016,6.28,9.45,0.00,0.40,28.50,0.00,0.00,5,0,0,Non-kin,0.00
ux_ob,ob,ux,Papio_anubis,Laikipia,PHG,2013,5.38,6.87,0.00,0.00,6.25,0.43,0.00,5,0,4,Non-kin,-0.43
ux_ob,ob,ux,Papio_anubis,Laikipia,PHG,2014,5.96,7.44,0.16,0.51,67.25,0.43,0.00,84,4,10,Non-kin,-0.43
ux_ob,ob,ux,Papio_anubis,Laikipia,ENK,2015,6.99,8.50,0.43,0.36,38.00,0.44,0.00,20,0,0,Non-kin,-0.44
ux_ob,ob,ux,Papio_anubis,Laikipia,ENK,2016,7.64,9.45,0.17,0.40,28.50,0.44,0.00,8,0,0,Non-kin,-0.44
ux_oo,oo,ux,Papio_anubis,Laikipia,PHG,2013,6.65,6.87,1.00,0.00,6.25,0.54,0.00,12,1,2,Non-kin,-0.54
ux_oo,oo,ux,Papio_anubis,Laikipia,PHG,2014,7.21,7.44,0.17,0.51,67.75,0.54,0.00,33,1,0,Non-kin,-0.54
ux_oo,oo,ux,Papio_anubis,Laikipia,ENK,2015,8.25,8.50,0.48,0.36,37.25,0.86,0.00,12,0,0,Non-kin,-0.86
ux_oo,oo,ux,Papio_anubis,Laikipia,ENK,2016,8.90,9.45,0.00,0.40,28.50,0.86,0.00,10,0,0,Non-kin,-0.86
ux_oy,oy,ux,Papio_anubis,Laikipia,PHG,2013,6.65,6.87,0.00,0.00,5.50,0.03,0.00,1,0,0,Non-kin,-0.03
ux_oy,oy,ux,Papio_anubis,Laikipia,PHG,2014,7.22,7.44,0.59,0.51,67.75,0.03,0.00,13,1,5,Non-kin,-0.03
ux_qc,qc,ux,Papio_anubis,Laikipia,ENK,2015,5.29,8.50,0.33,0.36,44.75,0.64,0.00,26,0,8,Non-kin,-0.64
ux_qc,qc,ux,Papio_anubis,Laikipia,ENK,2016,6.22,9.45,0.32,0.40,43.75,0.64,0.00,28,0,15,Non-kin,-0.64
ux_qc,qc,ux,Papio_anubis,Laikipia,ENK,2017,7.11,10.32,0.64,0.46,42.75,0.64,0.00,15,0,3,Non-kin,-0.64
ux_qn,qn,ux,Papio_anubis,Laikipia,ENK,2015,8.15,8.50,0.18,0.36,43.50,0.56,0.00,32,4,16,Non-kin,-0.56
ux_qn,qn,ux,Papio_anubis,Laikipia,ENK,2016,9.09,9.45,0.56,0.40,42.50,0.56,0.00,23,1,0,Non-kin,-0.56
ux_qn,qn,ux,Papio_anubis,Laikipia,ENK,2017,9.98,10.32,0.47,0.46,42.00,0.56,0.00,55,9,1,Non-kin,-0.56
ux_qz,qz,ux,Papio_anubis,Laikipia,ENK,2015,4.45,8.50,0.00,0.36,24.50,0.71,0.00,2,0,0,Non-kin,-0.71
ux_qz,qz,ux,Papio_anubis,Laikipia,ENK,2016,5.01,9.45,0.00,0.40,43.50,0.71,0.00,26,0,4,Non-kin,-0.71
ux_qz,qz,ux,Papio_anubis,Laikipia,ENK,2017,5.89,10.32,0.21,0.46,42.00,0.71,0.00,23,4,4,Non-kin,-0.71
ux_ty,ty,ux,Papio_anubis,Laikipia,PHG,2013,4.32,6.87,0.00,0.00,5.75,0.40,0.00,0,0,1,Non-kin,-0.40
ux_ty,ty,ux,Papio_anubis,Laikipia,PHG,2014,4.89,7.44,0.00,0.51,67.25,0.40,0.00,32,1,2,Non-kin,-0.40
ux_ug,ug,ux,Papio_anubis,Laikipia,PHG,2013,5.09,6.87,0.00,0.00,6.25,0.20,0.00,1,0,0,Non-kin,-0.20
ux_ug,ug,ux,Papio_anubis,Laikipia,PHG,2014,5.66,7.44,0.00,0.51,68.25,0.20,0.00,22,1,9,Non-kin,-0.20
ux_uj,uj,ux,Papio_anubis,Laikipia,PHG,2014,4.30,7.44,0.00,0.51,59.75,0.25,0.00,13,0,2,Non-kin,-0.25
ux_uk,uk,ux,Papio_anubis,Laikipia,ENK,2015,6.39,8.50,0.52,0.36,45.75,0.07,0.00,92,4,24,Sisters,-0.07
ux_uk,uk,ux,Papio_anubis,Laikipia,ENK,2016,7.33,9.45,0.14,0.40,42.50,0.07,0.00,30,0,0,Sisters,-0.07
ux_uk,uk,ux,Papio_anubis,Laikipia,ENK,2017,8.21,10.32,0.67,0.46,42.00,0.07,0.00,33,3,0,Sisters,-0.07
ux_uq,uq,ux,Papio_anubis,Laikipia,ENK,2017,4.72,10.32,0.00,0.46,21.50,0.07,0.00,0,0,0,Non-kin,-0.07
ux_uv,uv,ux,Papio_anubis,Laikipia,ENK,2015,7.98,8.50,0.30,0.36,45.25,0.82,0.00,26,2,12,Non-kin,-0.82
ux_uv,uv,ux,Papio_anubis,Laikipia,ENK,2016,8.92,9.45,0.33,0.40,42.50,0.82,0.00,10,0,0,Non-kin,-0.82
ux_uv,uv,ux,Papio_anubis,Laikipia,ENK,2017,9.80,10.32,0.20,0.46,41.75,0.82,0.00,30,1,2,Non-kin,-0.82
ux_uz,uz,ux,Papio_anubis,Laikipia,PHG,2013,5.50,6.87,0.00,0.00,6.00,0.31,0.00,1,0,0,Non-kin,-0.31
ux_uz,uz,ux,Papio_anubis,Laikipia,PHG,2014,6.08,7.44,0.00,0.51,69.50,0.31,0.00,9,0,0,Non-kin,-0.31
ux_yp,yp,ux,Papio_anubis,Laikipia,PHG,2014,3.69,7.44,0.00,0.51,40.75,0.93,0.00,0,0,0,Non-kin,-0.93
uz_co,co,uz,Papio_anubis,Laikipia,PHG,2016,4.80,8.08,0.00,0.60,30.00,0.13,0.31,15,1,0,Sisters,0.18
uz_co,co,uz,Papio_anubis,Laikipia,PHG,2017,5.41,8.97,0.00,1.00,42.50,0.13,0.31,9,0,1,Sisters,0.18
uz_cr,cr,uz,Papio_anubis,Laikipia,PHG,2017,5.43,8.97,0.00,1.00,42.25,0.15,0.31,12,0,0,Non-kin,0.16
uz_gb,gb,uz,Papio_anubis,Laikipia,PHG,2017,4.17,8.97,0.00,1.00,26.00,0.67,0.31,6,0,0,Non-kin,-0.36
uz_gm,gm,uz,Papio_anubis,Laikipia,PHG,2014,3.74,6.08,0.00,0.00,39.00,0.67,0.31,0,0,0,Non-kin,-0.36
uz_gm,gm,uz,Papio_anubis,Laikipia,PHG,2015,4.42,7.14,0.00,0.00,46.50,0.67,0.31,28,0,0,Non-kin,-0.36
uz_gm,gm,uz,Papio_anubis,Laikipia,PHG,2016,5.37,8.08,0.07,0.60,42.50,0.67,0.31,41,2,0,Non-kin,-0.36
uz_gm,gm,uz,Papio_anubis,Laikipia,PHG,2017,6.26,8.97,0.65,1.00,42.75,0.67,0.31,10,1,0,Non-kin,-0.36
uz_gr,gr,uz,Papio_anubis,Laikipia,PHG,2016,4.44,8.08,0.00,0.60,42.50,0.38,0.31,23,4,2,Non-kin,-0.07
uz_gr,gr,uz,Papio_anubis,Laikipia,PHG,2017,5.32,8.97,0.00,1.00,42.50,0.38,0.31,11,2,1,Non-kin,-0.07
uz_gy,gy,uz,Papio_anubis,Laikipia,PHG,2016,4.16,8.08,0.00,0.60,42.75,0.58,0.31,46,7,0,Non-kin,-0.27
uz_gy,gy,uz,Papio_anubis,Laikipia,PHG,2017,5.06,8.97,0.00,1.00,42.75,0.58,0.31,11,1,0,Non-kin,-0.27
uz_ky,ky,uz,Papio_anubis,Laikipia,PHG,2015,4.23,7.14,0.00,0.00,26.25,0.60,0.31,4,0,0,Non-kin,-0.29
uz_o6,o6,uz,Papio_anubis,Laikipia,PHG,2014,4.84,6.08,0.00,0.00,49.50,0.14,0.31,7,0,0,Non-kin,0.17
uz_o6,o6,uz,Papio_anubis,Laikipia,PHG,2015,5.51,7.14,0.00,0.00,38.75,0.14,0.31,0,0,0,Non-kin,0.17
uz_ob,ob,uz,Papio_anubis,Laikipia,PHG,2013,5.38,5.50,0.00,0.00,6.25,0.43,0.31,0,0,0,Non-kin,-0.12
uz_ob,ob,uz,Papio_anubis,Laikipia,PHG,2014,5.96,6.08,0.16,0.00,67.75,0.43,0.31,2,0,0,Non-kin,-0.12
uz_ob,ob,uz,Papio_anubis,Laikipia,PHG,2015,7.03,7.14,0.03,0.00,30.75,0.43,0.31,0,0,0,Non-kin,-0.12
uz_tm,tm,uz,Papio_anubis,Laikipia,PHG,2015,4.25,7.14,0.00,0.00,34.75,0.51,0.31,14,0,0,Non-kin,-0.20
uz_ty,ty,uz,Papio_anubis,Laikipia,PHG,2013,4.32,5.50,0.00,0.00,5.75,0.40,0.31,4,0,0,Non-kin,-0.09
uz_ty,ty,uz,Papio_anubis,Laikipia,PHG,2014,4.89,6.08,0.00,0.00,67.75,0.40,0.31,12,0,0,Non-kin,-0.09
uz_ty,ty,uz,Papio_anubis,Laikipia,PHG,2015,5.94,7.14,0.10,0.00,45.00,0.40,0.31,12,0,0,Non-kin,-0.09
uz_ty,ty,uz,Papio_anubis,Laikipia,PHG,2016,6.89,8.08,0.54,0.60,42.50,0.40,0.31,9,0,0,Non-kin,-0.09
uz_ty,ty,uz,Papio_anubis,Laikipia,PHG,2017,7.77,8.97,0.43,1.00,42.25,0.40,0.31,2,0,0,Non-kin,-0.09
uz_ug,ug,uz,Papio_anubis,Laikipia,PHG,2013,5.09,5.50,0.00,0.00,6.25,0.20,0.31,1,0,0,Non-kin,0.11
uz_ug,ug,uz,Papio_anubis,Laikipia,PHG,2014,5.66,6.08,0.00,0.00,68.75,0.20,0.31,15,0,5,Non-kin,0.11
uz_ug,ug,uz,Papio_anubis,Laikipia,PHG,2015,6.71,7.14,0.46,0.00,45.75,0.20,0.31,6,0,0,Non-kin,0.11
uz_ug,ug,uz,Papio_anubis,Laikipia,PHG,2016,7.66,8.08,0.40,0.60,42.75,0.20,0.31,30,2,0,Non-kin,0.11
uz_ug,ug,uz,Papio_anubis,Laikipia,PHG,2017,8.55,8.97,0.49,1.00,42.50,0.20,0.31,8,0,0,Non-kin,0.11
uz_uj,uj,uz,Papio_anubis,Laikipia,PHG,2014,4.30,6.08,0.00,0.00,60.25,0.25,0.31,12,1,2,Sisters,0.06
uz_uj,uj,uz,Papio_anubis,Laikipia,PHG,2015,5.24,7.14,0.00,0.00,46.00,0.25,0.31,20,0,0,Sisters,0.06
uz_uj,uj,uz,Papio_anubis,Laikipia,PHG,2016,6.18,8.08,0.69,0.60,42.50,0.25,0.31,38,1,2,Sisters,0.06
uz_uj,uj,uz,Papio_anubis,Laikipia,PHG,2017,7.07,8.97,0.00,1.00,42.25,0.25,0.31,10,0,1,Sisters,0.06
uz_yp,yp,uz,Papio_anubis,Laikipia,PHG,2014,3.69,6.08,0.00,0.00,41.25,0.93,0.31,0,0,0,Non-kin,-0.62
uz_yp,yp,uz,Papio_anubis,Laikipia,PHG,2015,4.38,7.14,0.00,0.00,45.75,0.93,0.31,28,0,0,Non-kin,-0.62
uz_yp,yp,uz,Papio_anubis,Laikipia,PHG,2016,5.34,8.08,0.66,0.60,42.50,0.93,0.31,18,0,1,Non-kin,-0.62
uz_yp,yp,uz,Papio_anubis,Laikipia,PHG,2017,6.22,8.97,0.46,1.00,42.00,0.93,0.31,4,0,1,Non-kin,-0.62
yp_co,co,yp,Papio_anubis,Laikipia,PHG,2016,4.80,5.34,0.00,0.66,30.00,0.13,0.93,8,3,0,Non-kin,0.80
yp_co,co,yp,Papio_anubis,Laikipia,PHG,2017,5.41,6.22,0.00,0.46,42.00,0.13,0.93,13,0,0,Non-kin,0.80
yp_cr,cr,yp,Papio_anubis,Laikipia,PHG,2017,5.43,6.22,0.00,0.46,41.75,0.15,0.93,16,0,0,Non-kin,0.78
yp_gb,gb,yp,Papio_anubis,Laikipia,PHG,2017,4.17,6.22,0.00,0.46,25.50,0.67,0.93,12,7,0,Non-kin,0.26
yp_gr,gr,yp,Papio_anubis,Laikipia,PHG,2016,4.44,5.34,0.00,0.66,42.50,0.38,0.93,15,2,0,Non-kin,0.55
yp_gr,gr,yp,Papio_anubis,Laikipia,PHG,2017,5.32,6.22,0.00,0.46,42.00,0.38,0.93,12,1,0,Non-kin,0.55
yp_gy,gy,yp,Papio_anubis,Laikipia,PHG,2016,4.16,5.34,0.00,0.66,42.75,0.58,0.93,46,36,0,Non-kin,0.35
yp_gy,gy,yp,Papio_anubis,Laikipia,PHG,2017,5.06,6.22,0.00,0.46,42.25,0.58,0.93,35,9,0,Non-kin,0.35
yp_ky,ky,yp,Papio_anubis,Laikipia,PHG,2015,4.23,4.38,0.00,0.00,25.50,0.60,0.93,2,0,0,Non-kin,0.33
yp_tm,tm,yp,Papio_anubis,Laikipia,PHG,2015,4.25,4.38,0.00,0.00,34.00,0.51,0.93,2,0,0,Non-kin,0.43
AA_NF_1994_AC_NF_1989,AA_NF_1994,AC_NF_1989,Papio_ursinus,Moremi,C Group,2003,8.75,13.66,0.00,0.00,1.03,0.25,0.25,0,0,0,Sisters,0.00
AA_NF_1994_AC_NF_1989,AA_NF_1994,AC_NF_1989,Papio_ursinus,Moremi,C Group,2001,6.75,11.66,0.00,0.00,12.79,0.15,0.19,0,0,0,Sisters,0.04
AA_NF_1994_AC_NF_1989,AA_NF_1994,AC_NF_1989,Papio_ursinus,Moremi,C Group,2002,7.75,12.66,0.43,0.56,26.95,0.16,0.20,6,2,0,Sisters,0.04
AA_NF_1994_AZ_NF_1995,AA_NF_1994,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2005,10.75,9.60,0.00,0.00,5.91,0.18,0.30,0,0,0,Non-kin,0.12
AA_NF_1994_AZ_NF_1995,AA_NF_1994,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2003,8.75,7.60,0.00,0.00,11.07,0.25,0.20,21,1,0,Non-kin,-0.05
AA_NF_1994_AZ_NF_1995,AA_NF_1994,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2004,9.75,8.60,0.00,0.22,17.66,0.39,0.36,1,0,0,Non-kin,-0.03
AA_NF_1994_AZ_NF_1995,AA_NF_1994,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2007,12.75,11.60,0.00,0.00,30.21,0.13,0.31,1,0,0,Non-kin,0.18
AA_NF_1994_AZ_NF_1995,AA_NF_1994,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2006,11.75,10.60,0.33,0.71,30.96,0.15,0.30,6,0,0,Non-kin,0.15
AA_NF_1994_BA_NF_2001,AA_NF_1994,BA_NF_2001,Papio_ursinus,Moremi,C Group,2006,11.75,5.08,0.00,0.00,18.39,0.15,0.36,0,0,0,Non-kin,0.21
AA_NF_1994_BA_NF_2001,AA_NF_1994,BA_NF_2001,Papio_ursinus,Moremi,C Group,2007,12.75,6.08,0.00,0.00,25.21,0.13,0.27,2,0,0,Non-kin,0.14
AA_NF_1994_BE_NF_1998,AA_NF_1994,BE_NF_1998,Papio_ursinus,Moremi,C Group,2005,10.75,6.73,0.12,0.06,5.87,0.18,0.76,1,0,0,Non-kin,0.58
AA_NF_1994_BE_NF_1998,AA_NF_1994,BE_NF_1998,Papio_ursinus,Moremi,C Group,2004,9.75,5.73,0.00,0.00,17.19,0.39,0.78,3,0,0,Non-kin,0.39
AA_NF_1994_BE_NF_1998,AA_NF_1994,BE_NF_1998,Papio_ursinus,Moremi,C Group,2006,11.75,7.73,0.33,0.00,29.89,0.15,0.69,2,0,0,Non-kin,0.54
AA_NF_1994_BE_NF_1998,AA_NF_1994,BE_NF_1998,Papio_ursinus,Moremi,C Group,2007,12.75,8.73,0.00,0.00,30.97,0.13,0.64,0,0,0,Non-kin,0.51
AA_NF_1994_BL_NF_1988,AA_NF_1994,BL_NF_1988,Papio_ursinus,Moremi,C Group,2005,10.75,17.41,0.00,0.00,4.67,0.18,0.26,0,0,0,Sisters,0.08
AA_NF_1994_BL_NF_1988,AA_NF_1994,BL_NF_1988,Papio_ursinus,Moremi,C Group,2003,8.75,15.41,0.00,0.11,12.27,0.25,0.16,5,2,0,Sisters,-0.09
AA_NF_1994_BL_NF_1988,AA_NF_1994,BL_NF_1988,Papio_ursinus,Moremi,C Group,2001,6.75,13.41,0.24,0.69,12.29,0.15,0.10,10,1,0,Sisters,-0.05
AA_NF_1994_BL_NF_1988,AA_NF_1994,BL_NF_1988,Papio_ursinus,Moremi,C Group,2004,9.75,16.41,0.00,0.24,18.46,0.39,0.31,3,0,0,Sisters,-0.08
AA_NF_1994_BL_NF_1988,AA_NF_1994,BL_NF_1988,Papio_ursinus,Moremi,C Group,2002,7.75,14.41,0.43,0.00,27.18,0.16,0.12,2,0,2,Sisters,-0.04
AA_NF_1994_CC_NF_1996,AA_NF_1994,CC_NF_1996,Papio_ursinus,Moremi,C Group,2003,8.75,6.72,0.00,0.11,3.08,0.25,0.65,2,0,0,Non-kin,0.40
AA_NF_1994_CC_NF_1996,AA_NF_1994,CC_NF_1996,Papio_ursinus,Moremi,C Group,2002,7.75,5.72,0.43,0.00,27.53,0.16,0.67,2,0,0,Non-kin,0.51
AA_NF_1994_CD_NF_1998,AA_NF_1994,CD_NF_1998,Papio_ursinus,Moremi,C Group,2005,10.75,6.51,0.12,0.00,5.31,0.18,0.65,1,0,0,Non-kin,0.47
AA_NF_1994_CD_NF_1998,AA_NF_1994,CD_NF_1998,Papio_ursinus,Moremi,C Group,2004,9.75,5.51,0.00,0.00,17.54,0.39,0.70,2,0,0,Non-kin,0.31
AA_NF_1994_CD_NF_1998,AA_NF_1994,CD_NF_1998,Papio_ursinus,Moremi,C Group,2006,11.75,7.51,0.33,0.00,30.07,0.15,0.53,1,0,0,Non-kin,0.38
AA_NF_1994_CD_NF_1998,AA_NF_1994,CD_NF_1998,Papio_ursinus,Moremi,C Group,2007,12.75,8.51,0.00,0.00,31.03,0.13,0.44,0,0,0,Non-kin,0.31
AA_NF_1994_CH_NF_1992,AA_NF_1994,CH_NF_1992,Papio_ursinus,Moremi,C Group,2001,6.75,8.79,0.00,0.00,12.11,0.15,0.51,0,0,0,Non-kin,0.36
AA_NF_1994_CH_NF_1992,AA_NF_1994,CH_NF_1992,Papio_ursinus,Moremi,C Group,2003,8.75,10.79,0.00,0.14,12.12,0.25,0.48,5,3,3,Non-kin,0.23
AA_NF_1994_CH_NF_1992,AA_NF_1994,CH_NF_1992,Papio_ursinus,Moremi,C Group,2004,9.75,11.79,0.00,0.00,13.34,0.39,0.63,1,0,0,Non-kin,0.24
AA_NF_1994_CH_NF_1992,AA_NF_1994,CH_NF_1992,Papio_ursinus,Moremi,C Group,2002,7.75,9.79,0.00,0.00,26.77,0.16,0.47,0,0,0,Non-kin,0.31
AA_NF_1994_CL_NF_1996,AA_NF_1994,CL_NF_1996,Papio_ursinus,Moremi,C Group,2002,7.75,6.41,0.00,0.00,20.26,0.16,0.72,0,0,0,Non-kin,0.56
AA_NF_1994_CM_NF_1995,AA_NF_1994,CM_NF_1995,Papio_ursinus,Moremi,C Group,2005,10.75,9.53,0.12,0.71,5.35,0.18,0.56,6,0,0,Non-kin,0.38
AA_NF_1994_CM_NF_1995,AA_NF_1994,CM_NF_1995,Papio_ursinus,Moremi,C Group,2003,8.75,7.53,0.00,0.07,10.96,0.25,0.43,5,0,0,Non-kin,0.18
AA_NF_1994_CM_NF_1995,AA_NF_1994,CM_NF_1995,Papio_ursinus,Moremi,C Group,2004,9.75,8.53,0.00,0.12,17.50,0.39,0.58,3,0,0,Non-kin,0.19
AA_NF_1994_CM_NF_1995,AA_NF_1994,CM_NF_1995,Papio_ursinus,Moremi,C Group,2002,7.75,6.53,0.43,0.12,27.29,0.16,0.61,6,1,0,Non-kin,0.45
AA_NF_1994_CO_NF_1996,AA_NF_1994,CO_NF_1996,Papio_ursinus,Moremi,C Group,2005,10.75,8.79,0.12,0.56,5.64,0.18,0.60,8,3,0,Non-kin,0.42
AA_NF_1994_CO_NF_1996,AA_NF_1994,CO_NF_1996,Papio_ursinus,Moremi,C Group,2003,8.75,6.78,0.00,0.00,6.96,0.25,0.56,1,0,0,Non-kin,0.31
AA_NF_1994_CO_NF_1996,AA_NF_1994,CO_NF_1996,Papio_ursinus,Moremi,C Group,2004,9.75,7.79,0.00,0.00,11.60,0.39,0.68,2,0,0,Non-kin,0.29
AA_NF_1994_CO_NF_1996,AA_NF_1994,CO_NF_1996,Papio_ursinus,Moremi,C Group,2006,11.75,9.79,0.33,0.00,29.72,0.15,0.48,5,0,0,Non-kin,0.33
AA_NF_1994_CO_NF_1996,AA_NF_1994,CO_NF_1996,Papio_ursinus,Moremi,C Group,2007,12.75,10.78,0.00,0.64,30.11,0.13,0.47,8,3,0,Non-kin,0.34
AA_NF_1994_CP_NF_1995,AA_NF_1994,CP_NF_1995,Papio_ursinus,Moremi,C Group,2005,10.75,9.83,0.12,0.00,3.92,0.18,0.13,7,0,0,Non-kin,-0.05
AA_NF_1994_CP_NF_1995,AA_NF_1994,CP_NF_1995,Papio_ursinus,Moremi,C Group,2003,8.75,7.83,0.00,0.00,11.55,0.25,0.03,12,0,0,Non-kin,-0.22
AA_NF_1994_CP_NF_1995,AA_NF_1994,CP_NF_1995,Papio_ursinus,Moremi,C Group,2001,6.75,5.83,0.24,0.21,12.38,0.15,0.00,10,5,0,Non-kin,-0.15
AA_NF_1994_CP_NF_1995,AA_NF_1994,CP_NF_1995,Papio_ursinus,Moremi,C Group,2004,9.75,8.83,0.00,0.40,18.04,0.39,0.20,9,1,0,Non-kin,-0.19
AA_NF_1994_CP_NF_1995,AA_NF_1994,CP_NF_1995,Papio_ursinus,Moremi,C Group,2002,7.75,6.83,0.43,0.54,27.30,0.16,0.00,19,3,1,Non-kin,-0.16
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2005,10.75,16.08,0.12,0.00,5.63,0.18,0.04,7,3,0,Non-kin,-0.14
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2003,8.75,14.08,0.00,0.12,11.53,0.25,0.49,9,0,6,Non-kin,0.24
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2001,6.75,12.08,0.00,0.00,12.73,0.15,0.77,0,0,0,Non-kin,0.62
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2004,9.75,15.08,0.00,0.29,17.94,0.39,0.01,11,4,1,Non-kin,-0.38
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2002,7.75,13.08,0.00,0.00,27.09,0.16,0.75,0,0,0,Non-kin,0.59
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2007,12.75,18.08,0.00,0.00,29.70,0.13,0.00,16,0,0,Non-kin,-0.13
AA_NF_1994_CT_NF_1989,AA_NF_1994,CT_NF_1989,Papio_ursinus,Moremi,C Group,2006,11.75,17.08,0.33,0.54,30.52,0.15,0.01,20,2,1,Non-kin,-0.14
AA_NF_1994_DO_NF_1999,AA_NF_1994,DO_NF_1999,Papio_ursinus,Moremi,C Group,2007,12.75,7.74,0.00,0.24,29.81,0.13,0.23,2,0,0,Non-kin,0.10
AA_NF_1994_DO_NF_1999,AA_NF_1994,DO_NF_1999,Papio_ursinus,Moremi,C Group,2006,11.75,6.74,0.33,0.46,30.16,0.15,0.30,2,0,0,Non-kin,0.15
